DESTINATION_AIRPORT,DESTINATION_AIRPORT_NAME,DESTINATION_CITY,DESTINATION_STATE,DESTINATION_COUNTRY,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ORIGIN_AIRPORT_NAME,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_COUNTRY,ORIGIN_LATITUDE,ORIGIN_LONGITUDE
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,3,27,5,AS,343,N442AS,OAK,1310,1310.0,0.0,9.0,1319.0,109.0,102.0,87.0,671,1446.0,6.0,1459,1452.0,-7.0,0,0,,,,,,,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,5,20,3,AS,343,N538AS,OAK,1310,1412.0,62.0,8.0,1420.0,109.0,103.0,90.0,672,1550.0,5.0,1459,1555.0,56.0,0,0,,0.0,0.0,0.0,56.0,0.0,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,7,11,6,WN,3223,N659SW,OAK,1520,1516.0,-4.0,7.0,1523.0,110.0,101.0,89.0,672,1652.0,5.0,1710,1657.0,-13.0,0,0,,,,,,,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,8,30,7,WN,2336,N271LV,OAK,840,839.0,-1.0,7.0,846.0,120.0,119.0,102.0,672,1028.0,10.0,1040,1038.0,-2.0,0,0,,,,,,,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,11,16,1,OO,3459,N225AG,OAK,1840,1858.0,18.0,30.0,1928.0,125.0,152.0,113.0,672,2121.0,9.0,2045,2130.0,45.0,0,0,,27.0,0.0,18.0,0.0,0.0,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,1,19,1,AS,791,N644AS,ABQ,1535,1520.0,-15.0,10.0,1530.0,185.0,193.0,176.0,1180,1726.0,7.0,1740,1733.0,-7.0,0,0,,,,,,,Albuquerque International Sunport,Albuquerque,NM,USA,35.04022,-106.60919
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,5,6,3,AA,122,N3GPAA,MIA,1835,1831.0,-4.0,19.0,1850.0,402.0,379.0,352.0,2724,2142.0,8.0,2217,2150.0,-27.0,0,0,,,,,,,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,6,9,2,AS,767,N526AS,BWI,1730,1724.0,-6.0,14.0,1738.0,370.0,351.0,326.0,2335,2004.0,11.0,2040,2015.0,-25.0,0,0,,,,,,,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,4,4,6,AS,789,N408AS,MSY,1755,1749.0,-6.0,19.0,1808.0,315.0,322.0,294.0,2086,2102.0,9.0,2110,2111.0,1.0,0,0,,,,,,,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,3,8,7,US,1943,N194UW,CLT,930,928.0,-2.0,18.0,946.0,352.0,340.0,312.0,2279,1158.0,10.0,1222,1208.0,-14.0,0,0,,,,,,,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,8,28,5,AA,1710,N154UW,CLT,1515,1513.0,-2.0,14.0,1527.0,333.0,310.0,289.0,2279,1716.0,7.0,1748,1723.0,-25.0,0,0,,,,,,,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,7,18,6,DL,1807,N378DA,CVG,935,930.0,-5.0,12.0,942.0,283.0,283.0,256.0,1965,1058.0,15.0,1118,1113.0,-5.0,0,0,,,,,,,Cincinnati/Northern Kentucky International Airport,Covington,KY,USA,39.04614,-84.66217
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,3,30,1,AS,793,N579AS,DTW,1705,1655.0,-10.0,15.0,1710.0,290.0,294.0,274.0,1927,1844.0,5.0,1855,1849.0,-6.0,0,0,,,,,,,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,6,30,2,AS,793,N552AS,DTW,1640,1630.0,-10.0,11.0,1641.0,302.0,291.0,273.0,1927,1814.0,7.0,1842,1821.0,-21.0,0,0,,,,,,,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,9,7,1,DL,281,N823DN,DTW,1200,1157.0,-3.0,14.0,1211.0,290.0,274.0,256.0,1927,1327.0,4.0,1350,1331.0,-19.0,0,0,,,,,,,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,1,27,2,AS,641,N468AS,TUS,1505,1454.0,-11.0,14.0,1508.0,185.0,175.0,154.0,1216,1642.0,7.0,1710,1649.0,-21.0,0,0,,,,,,,Tucson International Airport,Tucson,AZ,USA,32.11608,-110.94103
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,12,26,6,OO,4633,N613SK,PSC,600,601.0,1.0,48.0,649.0,70.0,91.0,37.0,172,726.0,6.0,710,732.0,22.0,0,0,,21.0,1.0,0.0,0.0,0.0,Tri-Cities Airport,Pasco,WA,USA,46.26468,-119.11903
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,2,12,4,AS,561,N315AS,PSP,800,750.0,-10.0,11.0,801.0,163.0,151.0,136.0,987,1017.0,4.0,1043,1021.0,-22.0,0,0,,,,,,,Palm Springs International Airport,Palm Springs,CA,USA,33.82922,-116.50625
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,9,18,5,AS,553,N626AS,PSP,1335,1317.0,-18.0,10.0,1327.0,158.0,162.0,148.0,987,1555.0,4.0,1613,1559.0,-14.0,0,0,,,,,,,Palm Springs International Airport,Palm Springs,CA,USA,33.82922,-116.50625
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,7,24,5,AS,711,N461AS,STL,640,638.0,-2.0,15.0,653.0,252.0,258.0,237.0,1709,850.0,6.0,852,856.0,4.0,0,0,,,,,,,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,3,22,7,DL,2256,N547US,OGG,2225,2227.0,2.0,18.0,2245.0,333.0,340.0,312.0,2640,657.0,10.0,658,707.0,9.0,0,0,,,,,,,Kahului Airport,Kahului,HI,USA,20.89865,-156.43046
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,8,7,5,AS,848,N563AS,OGG,1215,1227.0,12.0,11.0,1238.0,335.0,322.0,303.0,2640,2041.0,8.0,2050,2049.0,-1.0,0,0,,,,,,,Kahului Airport,Kahului,HI,USA,20.89865,-156.43046
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,1,7,3,WN,946,N631SW,SJC,2045,2112.0,27.0,7.0,2119.0,125.0,121.0,107.0,697,2306.0,7.0,2250,2313.0,23.0,0,0,,0.0,0.0,10.0,13.0,0.0,Norman Y. Mineta San JosÃ© International Airport,San Jose,CA,USA,37.36186,-121.92901
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,2,21,6,AS,335,N779AS,SJC,1500,1453.0,-7.0,11.0,1504.0,123.0,131.0,115.0,697,1659.0,5.0,1703,1704.0,1.0,0,0,,,,,,,Norman Y. Mineta San JosÃ© International Airport,San Jose,CA,USA,37.36186,-121.92901
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,4,4,6,AS,399,N615AS,SJC,1505,1456.0,-9.0,8.0,1504.0,120.0,110.0,98.0,697,1642.0,4.0,1705,1646.0,-19.0,0,0,,,,,,,Norman Y. Mineta San JosÃ© International Airport,San Jose,CA,USA,37.36186,-121.92901
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,5,15,5,WN,1086,N713SW,SJC,720,717.0,-3.0,7.0,724.0,125.0,111.0,98.0,697,902.0,6.0,925,908.0,-17.0,0,0,,,,,,,Norman Y. Mineta San JosÃ© International Airport,San Jose,CA,USA,37.36186,-121.92901
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,6,23,2,OO,4809,N606SK,SJC,650,645.0,-5.0,23.0,708.0,126.0,137.0,107.0,697,855.0,7.0,856,902.0,6.0,0,0,,,,,,,Norman Y. Mineta San JosÃ© International Airport,San Jose,CA,USA,37.36186,-121.92901
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,8,1,6,AS,335,N614AS,SJC,1535,1526.0,-9.0,14.0,1540.0,110.0,118.0,99.0,697,1719.0,5.0,1725,1724.0,-1.0,0,0,,,,,,,Norman Y. Mineta San JosÃ© International Airport,San Jose,CA,USA,37.36186,-121.92901
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,9,10,4,OO,4657,N604SK,SJC,1005,957.0,-8.0,16.0,1013.0,135.0,132.0,102.0,697,1155.0,14.0,1220,1209.0,-11.0,0,0,,,,,,,Norman Y. Mineta San JosÃ© International Airport,San Jose,CA,USA,37.36186,-121.92901
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,11,22,7,AS,201,N553AS,SJC,1750,1743.0,-7.0,10.0,1753.0,120.0,114.0,95.0,697,1928.0,9.0,1950,1937.0,-13.0,0,0,,,,,,,Norman Y. Mineta San JosÃ© International Airport,San Jose,CA,USA,37.36186,-121.92901
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,2,3,2,AS,866,N534AS,KOA,2305,2329.0,24.0,10.0,2339.0,350.0,314.0,298.0,2688,637.0,6.0,655,643.0,-12.0,0,0,,,,,,,Kona International Airport at Keahole,Kailua/Kona,HI,USA,19.73877,-156.04563
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,12,24,4,AS,876,N577AS,KOA,1320,1318.0,-2.0,9.0,1327.0,359.0,360.0,342.0,2688,2109.0,9.0,2119,2118.0,-1.0,0,0,,,,,,,Kona International Airport at Keahole,Kailua/Kona,HI,USA,19.73877,-156.04563
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,2,23,1,AS,493,N467AS,SAN,800,757.0,-3.0,10.0,807.0,177.0,161.0,143.0,1050,1030.0,8.0,1057,1038.0,-19.0,0,0,,,,,,,San Diego International AirportÂ (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,4,14,2,WN,3680,N432WN,SAN,700,700.0,0.0,16.0,716.0,175.0,177.0,155.0,1050,951.0,6.0,955,957.0,2.0,0,0,,,,,,,San Diego International AirportÂ (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,6,4,4,AS,493,N513AS,SAN,800,750.0,-10.0,14.0,804.0,168.0,170.0,147.0,1050,1031.0,9.0,1048,1040.0,-8.0,0,0,,,,,,,San Diego International AirportÂ (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,7,24,5,AS,499,N477AS,SAN,630,622.0,-8.0,21.0,643.0,165.0,164.0,138.0,1050,901.0,5.0,915,906.0,-9.0,0,0,,,,,,,San Diego International AirportÂ (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,9,11,5,AS,493,N320AS,SAN,800,755.0,-5.0,15.0,810.0,163.0,161.0,139.0,1050,1029.0,7.0,1043,1036.0,-7.0,0,0,,,,,,,San Diego International AirportÂ (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,12,10,4,WN,3162,N941WN,SAN,1510,1536.0,26.0,10.0,1546.0,180.0,177.0,161.0,1050,1827.0,6.0,1810,1833.0,23.0,0,0,,13.0,0.0,0.0,10.0,0.0,San Diego International AirportÂ (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,11,28,6,OO,3497,N227AG,COS,1305,1315.0,10.0,38.0,1353.0,198.0,187.0,143.0,1068,1516.0,6.0,1523,1522.0,-1.0,0,0,,,,,,,City of Colorado Springs Municipal Airport,Colorado Springs,CO,USA,38.80581,-104.70025
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,5,22,5,WN,125,N8310C,MDW,840,837.0,-3.0,18.0,855.0,265.0,258.0,233.0,1733,1048.0,7.0,1105,1055.0,-10.0,0,0,,,,,,,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,9,19,6,WN,4543,N8603F,MDW,1405,1413.0,8.0,8.0,1421.0,270.0,257.0,241.0,1733,1622.0,8.0,1635,1630.0,-5.0,0,0,,,,,,,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,7,7,2,AS,816,N532AS,LIH,2225,2217.0,-8.0,14.0,2231.0,340.0,364.0,341.0,2701,712.0,9.0,705,721.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0,Lihue Airport,Lihue,HI,USA,21.97598,-159.33896
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,1,4,7,AS,513,N609AS,SNA,1220,1223.0,3.0,10.0,1233.0,165.0,183.0,165.0,978,1518.0,8.0,1505,1526.0,21.0,0,0,,21.0,0.0,0.0,0.0,0.0,John Wayne AirportÂ (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,3,23,1,AS,527,N611AS,SNA,800,751.0,-9.0,6.0,757.0,169.0,155.0,143.0,978,1020.0,6.0,1049,1026.0,-23.0,0,0,,,,,,,John Wayne AirportÂ (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,5,30,6,AS,515,N588AS,SNA,1725,1709.0,-16.0,11.0,1720.0,156.0,150.0,136.0,978,1936.0,3.0,2001,1939.0,-22.0,0,0,,,,,,,John Wayne AirportÂ (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,7,30,4,AS,513,N593AS,SNA,1240,1238.0,-2.0,14.0,1252.0,150.0,146.0,125.0,978,1457.0,7.0,1510,1504.0,-6.0,0,0,,,,,,,John Wayne AirportÂ (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,9,16,3,AS,509,N612AS,SNA,1110,1106.0,-4.0,15.0,1121.0,150.0,160.0,138.0,978,1339.0,7.0,1340,1346.0,6.0,0,0,,,,,,,John Wayne AirportÂ (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,12,8,2,AS,507,N520AS,SNA,1530,1524.0,-6.0,14.0,1538.0,170.0,176.0,153.0,978,1811.0,9.0,1820,1820.0,0.0,0,0,,,,,,,John Wayne AirportÂ (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,5,11,1,B6,206,N593JB,LGB,1921,1919.0,-2.0,15.0,1934.0,159.0,156.0,131.0,965,2145.0,10.0,2200,2155.0,-5.0,0,0,,,,,,,Long Beach AirportÂ (Daugherty Field),Long Beach,CA,USA,33.81772,-118.15161
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,12,27,7,B6,606,N789JB,LGB,710,708.0,-2.0,12.0,720.0,164.0,149.0,131.0,965,931.0,6.0,954,937.0,-17.0,0,0,,,,,,,Long Beach AirportÂ (Daugherty Field),Long Beach,CA,USA,33.81772,-118.15161
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,6,18,4,AS,531,N558AS,BUR,700,658.0,-2.0,22.0,720.0,149.0,150.0,122.0,937,922.0,6.0,929,928.0,-1.0,0,0,,,,,,,Bob Hope AirportÂ (Hollywood Burbank Airport),Burbank,CA,USA,34.20062,-118.3585
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,12,24,4,AS,529,N556AS,BUR,1715,1710.0,-5.0,14.0,1724.0,165.0,157.0,136.0,937,1940.0,7.0,2000,1947.0,-13.0,0,0,,,,,,,Bob Hope AirportÂ (Hollywood Burbank Airport),Burbank,CA,USA,34.20062,-118.3585
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,6,20,6,DL,1781,N3767,JNU,600,755.0,115.0,14.0,809.0,145.0,144.0,121.0,909,1110.0,9.0,925,1119.0,114.0,0,0,,0.0,0.0,114.0,0.0,0.0,Juneau International Airport,Juneau,AK,USA,58.35496,-134.57628
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,9,13,7,AS,66,N796AS,JNU,2005,2034.0,29.0,17.0,2051.0,140.0,136.0,112.0,909,2343.0,7.0,2325,2350.0,25.0,0,0,,0.0,0.0,25.0,0.0,0.0,Juneau International Airport,Juneau,AK,USA,58.35496,-134.57628
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,3,3,2,AS,60,N792AS,KTN,910,902.0,-8.0,8.0,910.0,110.0,95.0,81.0,680,1131.0,6.0,1200,1137.0,-23.0,0,0,,,,,,,Ketchikan International Airport,Ketchikan,AK,USA,55.35557,-131.71374
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,7,6,1,AS,174,N558AS,KTN,1615,1604.0,-11.0,9.0,1613.0,110.0,105.0,90.0,680,1843.0,6.0,1905,1849.0,-16.0,0,0,,,,,,,Ketchikan International Airport,Ketchikan,AK,USA,55.35557,-131.71374
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931,2015,11,20,5,AS,62,N767AS,KTN,1341,1330.0,-11.0,20.0,1350.0,105.0,116.0,89.0,680,1619.0,7.0,1626,1626.0,0.0,0,0,,,,,,,Ketchikan International Airport,Ketchikan,AK,USA,55.35557,-131.71374
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,6,6,6,UA,1197,N33286,ANC,1550,1559.0,9.0,10.0,1609.0,285.0,265.0,249.0,2018,2118.0,6.0,2135,2124.0,-11.0,0,0,,,,,,,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,1,11,7,AA,2465,N3KAAA,LAX,2045,2223.0,98.0,17.0,2240.0,82.0,73.0,53.0,337,2333.0,3.0,2207,2336.0,89.0,0,0,,0.0,0.0,0.0,89.0,0.0,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,1,26,1,UA,1266,N38424,LAX,800,758.0,-2.0,23.0,821.0,95.0,77.0,50.0,337,911.0,4.0,935,915.0,-20.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,2,9,1,VX,241,N845VA,LAX,2100,2102.0,2.0,11.0,2113.0,80.0,79.0,53.0,337,2206.0,15.0,2220,2221.0,1.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,2,23,1,VX,241,N846VA,LAX,2100,2058.0,-2.0,8.0,2106.0,80.0,69.0,57.0,337,2203.0,4.0,2220,2207.0,-13.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,3,9,1,UA,1255,N87531,LAX,2115,2110.0,-5.0,15.0,2125.0,86.0,82.0,61.0,337,2226.0,6.0,2241,2232.0,-9.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,3,24,2,AA,2378,N3JMAA,LAX,1025,1022.0,-3.0,26.0,1048.0,85.0,88.0,58.0,337,1146.0,4.0,1150,1150.0,0.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,4,7,2,VX,933,N526VA,LAX,1530,1600.0,30.0,9.0,1609.0,70.0,70.0,59.0,337,1708.0,2.0,1640,1710.0,30.0,0,0,,0.0,0.0,0.0,30.0,0.0,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,4,21,2,AA,1143,N3GVAA,LAX,1235,1242.0,7.0,17.0,1259.0,83.0,72.0,52.0,337,1351.0,3.0,1358,1354.0,-4.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,5,5,2,UA,1578,N28457,LAX,930,928.0,-2.0,48.0,1016.0,96.0,107.0,52.0,337,1108.0,7.0,1106,1115.0,9.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,5,19,2,WN,567,N340LV,LAX,850,938.0,48.0,12.0,950.0,80.0,77.0,60.0,337,1050.0,5.0,1010,1055.0,45.0,0,0,,45.0,0.0,0.0,0.0,0.0,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,6,2,2,WN,1368,N357SW,LAX,1235,1238.0,3.0,7.0,1245.0,80.0,68.0,56.0,337,1341.0,5.0,1355,1346.0,-9.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,6,14,7,VX,941,N522VA,LAX,1830,1836.0,6.0,16.0,1852.0,70.0,77.0,56.0,337,1948.0,5.0,1940,1953.0,13.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,6,26,5,VX,933,N627VA,LAX,1255,1319.0,24.0,10.0,1329.0,75.0,63.0,47.0,337,1416.0,6.0,1410,1422.0,12.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,7,9,4,WN,3578,N373SW,LAX,615,616.0,1.0,11.0,627.0,85.0,70.0,54.0,337,721.0,5.0,740,726.0,-14.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,7,21,2,OO,5194,N120SY,LAX,632,632.0,0.0,17.0,649.0,88.0,76.0,55.0,337,744.0,4.0,800,748.0,-12.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,8,1,6,VX,1627,N361VA,LAX,1715,1712.0,-3.0,14.0,1726.0,70.0,68.0,50.0,337,1816.0,4.0,1825,1820.0,-5.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,8,13,4,OO,5194,N107SY,LAX,652,654.0,2.0,22.0,716.0,88.0,91.0,55.0,337,811.0,14.0,820,825.0,5.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,8,24,1,VX,1623,N631VA,LAX,1030,1039.0,9.0,21.0,1100.0,75.0,76.0,50.0,337,1150.0,5.0,1145,1155.0,10.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,9,4,5,VX,1935,N641VA,LAX,905,901.0,-4.0,14.0,915.0,75.0,77.0,57.0,337,1012.0,6.0,1020,1018.0,-2.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,9,17,4,UA,731,N802UA,LAX,1105,1059.0,-6.0,44.0,1143.0,90.0,100.0,54.0,337,1237.0,2.0,1235,1239.0,4.0,0,0,,,,,,,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484,2015,9,29,2,WN,2608,N364SW,LAX,1235,1414.0,99.0,9.0,1423.0,80.0,66.0,51.0,337,1514.0,6.0,1355,1520.0,85.0,0,0,,0.0,0.0,0.0,85.0,0.0,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
