eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,ingroup,ingroup2,ingroup3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.01506E+11,2015,6,23,,0,,217,United States,1,North America,Georgia,Macon,32.823281,-83.664394,1,0,,"06/23/2015: Assailants set fire to God's Power Church of Christ in Macon, Georgia, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,7,Facility/Infrastructure Attack,,.,,.,15,Religious Figures/Institutions,86,Place of Worship,God's Power Church of Christ,Church,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A church building was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Fires at churches in spotlight,"" CNN, June 29, 2015.","""Feds Investigate String of Fires at Black Churches in South,"" Time, June 29, 2015.","""SIX black churches from Georgia to Ohio are burned down in a week,"" Capital Bay, June 29, 2015.",START Primary Collection,-9,-9,0,-9,
2.01506E+11,2015,6,24,,0,,217,United States,1,North America,North Carolina,Charlotte,35.213923,-80.790063,1,0,,"06/24/2015: Assailants set fire to Briar Creek Baptist Church in Charlotte, North Carolina, United States of America. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,7,Facility/Infrastructure Attack,,.,,.,15,Religious Figures/Institutions,86,Place of Worship,Briar Creek Baptist Church,Church,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),250000,A church building was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Pastor of church damaged by fire forgives suspected arsonist,"" Miami Herald, June 25, 2015.","""Hate Crime? Arsonist Torches Predominately Black Church,"" NBCNews.com, June 25, 2015.","""Pastor of church damaged by fire forgives suspected arsonist,"" McDowell News, June 25, 2015.",START Primary Collection,-9,-9,0,-9,
2.01506E+11,2015,6,26,,0,,217,United States,1,North America,South Carolina,Warrenville,33.505056,-81.818259,1,0,,"06/26/2015: Assailants set fire to the Glover Grove Missionary Baptist Church in Warrenville, South Carolina, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,1,4,Lack of Intentionality,0,1,0,7,Facility/Infrastructure Attack,,.,,.,15,Religious Figures/Institutions,86,Place of Worship,Glover Grove Missionary Baptist Church,Church,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A church building was damaged in this attack.,0,,,,,,,,,,,,,,.,,"There is doubt that this incident meets terrorism-related criteria, given that sources suspected that the attack may have been the result of an accident.","""Fires at churches in spotlight,"" CNN, June 29, 2015.","""String of arson fires destroy black churches in Southern US,"" Islam Times, June 30, 2015.","""Southern Smoke: Arson Suspected in Four Church Fires in Four States,"" CW33 NewsFix, June 28, 2015.",START Primary Collection,-9,-9,0,-9,
2.01507E+11,2015,7,15,,0,,217,United States,1,North America,Texas,Houston,29.779987,-95.327984,1,0,,"07/15/2015: Assailants set fire to the Fifth Ward Missionary Baptist Church, a predominately African American church, in Houston, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,7,Facility/Infrastructure Attack,,.,,.,15,Religious Figures/Institutions,86,Place of Worship,Fifth Ward Missionary Baptist Church,Church,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The Fifth Ward Missionary Baptist Church was damaged in this attack,0,,,,,,,,,,,,,,.,,,"""Black Church Burnings: Houston's Fifth Ward Missionary Baptist Latest To Catch Fire,"" International Business Times, July 15, 2015.",,,START Primary Collection,-9,-9,0,-9,
2.01507E+11,2015,7,16,,0,,217,United States,1,North America,Tennessee,Chattanooga,35.031789,-85.184718,1,0,,"07/16/2015: An assailant opened fire on a military recruiting office in Chattanooga, Tennessee, United States. There were no reported casualties resulting from the assault. This was one of two attacks carried out by the same assailant within a short period of time; after targeting the office, the assailant attacked a military training center in the area. No group claimed responsibility for the incidents; however, the assailant was later identified as Mohammad Youssuf Abdulazeez.",1,1,1,0,,.,1,1,0,2,Armed Assault,,.,,.,4,Military,28,Military Recruiting Station/Academy,United States Armed Forces,Recruiting Station,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unaffiliated Individual(s),,,,,20202,,,,,0,,,1,0,0,,.,,,.,,,.,,5,Firearms,2,Automatic Weapon,5,Firearms,3,Handgun,5,Firearms,4,Rifle/Shotgun (non-automatic),,.,,.,"An AK-47 assault rifle, a 12-gauge shotgun, and a 9-mm pistol were used in the attack.",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An unknown number of windows were damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Four Marines Killed in Chattanooga Shootings,"" New York Times, July 16, 2015.","""U.S. Sailor Dies After Tennessee Shooting As Death Toll Rises To Five,"" Radio Free Europe, July 18, 2015.","""Isis 'Celebrates' Chattanooga Shooting of US Marines in Tennessee on Twitter,"" International Business Times India, July 17, 2015.",START Primary Collection,-9,-9,0,-9,2.01507E+11
2.01507E+11,2015,7,16,,0,,217,United States,1,North America,Tennessee,Chattanooga,35.095083,-85.253424,1,0,,"07/16/2015: An assailant opened fire on the Navy Operational Support Center in Chattanooga, Tennessee, United States. Five military personnel and the assailant were killed and two people, including a police officer and a Marine recruiter, were injured in the attack. This was one of two attacks carried out by the same assailant within a short period of time; before targeting the support center, the assailant had opened fire on a recruiting office. No group claimed responsibility for the incident; however, the assailant was later identified as Mohammad Youssuf Abdulazeez.",1,1,1,0,,.,1,1,0,2,Armed Assault,,.,,.,4,Military,28,Military Recruiting Station/Academy,United States Armed Forces,Recruiting Station,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unaffiliated Individual(s),,,,,20202,,,,,0,,,1,0,0,,.,,,.,,,.,,5,Firearms,2,Automatic Weapon,5,Firearms,3,Handgun,5,Firearms,4,Rifle/Shotgun (non-automatic),,.,,.,"An AK-47 assault rifle, a 12-gauge shotgun, and a 9-mm pistol were used in the attack.",6,6,1,2,2,0,0,,.,,,0,,,,,,,,,,,,,,.,,"The victims included Thomas Sullivan, David Wyatt, Carson Holmquist, Squire Wells, Randall Smith, DeMonte Cheeley and Dennis Pedigo.","""Navy: Chattanooga victims earn Purple Hearts,"" CNN, December 16, 2015.","""Four Marines Killed in Chattanooga Shootings,"" New York Times, July 16, 2015.","""U.S. Sailor Dies After Tennessee Shooting As Death Toll Rises To Five,"" Radio Free Europe, July 18, 2015.",START Primary Collection,-9,-9,0,-9,2.01507E+11
2.01507E+11,2015,7,19,,0,,217,United States,1,North America,Illinois,Aurora,41.758165,-88.239197,1,0,,"07/19/2015: Assailants attempted to set fire to a Planned Parenthood facility in Aurora, Illinois, United States. There were no reports of casualties or property damage in the attack. No group claimed responsibility for the incident.",1,1,1,0,,.,0,0,0,7,Facility/Infrastructure Attack,,.,,.,5,Abortion Related,40,Clinics,"Planned Parenthood Federation of America, Inc.",Clinic,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""BRIEF: FBI investigating fire outside   Aurora Planned Parenthood   facility,"" The Beacon-News,, July 29, 2015.","""NARAL Wants Attacks on Abortion Clinics Investigated as Domestic Terrorism,"" Slate Magazine, October 19, 2015.",,START Primary Collection,-9,-9,0,-9,
2.01507E+11,2015,7,23,,0,,217,United States,1,North America,Louisiana,Lafayette,30.201966,-92.045686,1,0,The incident occurred on Johnston Street.,"07/23/2015: An assailant opened fire on the audience before killing himself at a screening of the movie Trainwreck in Lafayette, Louisiana, United States. At least three people, including the assailant, were killed and nine other people were injured in the assault. An individual, identified as John Russell Houser, claimed responsibility for the incident and stated that he carried out the attack with the intention that it would harm the United States (US) economy.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,1,Business,11,Entertainment/Cultural/Stadium/Casino,Grand Theatre,Movie Theatre,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unaffiliated Individual(s),,,,,20202,,,,"An individual, identified as John Russell Houser, claimed responsibility for the incident and stated that he carried out the attack with the intention that it would harm the United States (US) economy.",0,,,1,0,1,8,Personal claim,,,.,,,.,,5,Firearms,3,Handgun,,.,,.,,.,,.,,.,,.,A .40-caliber handgun was used in the attack.,3,3,1,9,9,0,0,,.,,,0,,,,,,,,,,,,,,.,,"The victims included Jillian Johnson and Mayci Breaux. Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Lafayette Police release more documents surrounding Grand Theatre shooting, including shooter's journal,"" KATC ABC 3, January 13, 2016.","""Louisiana Theater Shooter Praised Hitler and Westboro Baptist Church,"" Bayou Buzz, July 24, 2015.","""UPDATE: Police identify Louisiana theater shooter,"" The Palm Beach Post, July 24, 2015.",START Primary Collection,-9,-9,0,-9,
2.01508E+11,2015,8,1,,0,,217,United States,1,North America,Louisiana,New Orleans,29.950112,-90.096663,1,0,,"08/01/2015: Arsonists set fire to a security guard's vehicle inside the locked gate of a construction site where a new Planned Parenthood clinic was being built in New Orleans, Louisiana, United States. No injuries resulted from the attack, but the car was damaged. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,7,Facility/Infrastructure Attack,,.,,.,5,Abortion Related,40,Clinics,"Planned Parenthood Federation of America, Inc.",Clinic Construction Site,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A security guard vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Authorities Investigating Fire At Louisiana Planned Parenthood,"" Bayou Buzz, August 4, 2015.","""NARAL Wants Attacks on Abortion Clinics Investigated as Domestic Terrorism,"" Slate Magazine, October 19, 2015.","""Planned Parenthood execs suspect arson after suspicious fire at site of new facility in New Orleans,"" Raw Story, August 4, 2015.",START Primary Collection,-9,-9,0,-9,
2.01508E+11,2015,8,2,,0,,217,United States,1,North America,New Mexico,Las Cruces,32.294582,-106.754459,1,0,,"08/02/2015: An explosive device detonated in a mailbox outside Calvary Baptist Church in Las Cruces, New Mexico, United States. There were no reported casualties in the blast. This was one of two similar blasts targeting churches in Las Cruces on the same day. No group claimed responsibility for the incident.",1,1,1,0,,.,1,1,0,3,Bombing/Explosion,,.,,.,15,Religious Figures/Institutions,86,Place of Worship,Calvary Baptist Church,Church,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,1,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A church mailbox was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Bomb blasts outside two New Mexico churches disrupt Sunday services,"" Reuters, August 2, 2015.","""FBI released surveillance video in New Mexico church blasts,"" Associated Press, August 7, 2015.","""New Mexico church bombings possibly linked; Gov. Martinez condemns attack,"" UPI, August 3, 2015.",START Primary Collection,-9,-9,0,-9,2.01508E+11
2.01508E+11,2015,8,2,,0,,217,United States,1,North America,New Mexico,Las Cruces,32.319945,-106.790007,1,0,,"08/02/2015: An explosive device detonated in a trash can outside Holy Cross Catholic Church in Las Cruces, New Mexico, United States. There were no reported casualties in the blast. This was one of two similar blasts targeting churches in Las Cruces on the same day. No group claimed responsibility for the incident.",1,1,1,0,,.,1,1,0,3,Bombing/Explosion,,.,,.,15,Religious Figures/Institutions,86,Place of Worship,Holy Cross Catholic Church,Church,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,1,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A garbage can and a glass entryway to the church were damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Bomb blasts outside two New Mexico churches disrupt Sunday services,"" Reuters, August 2, 2015.","""FBI released surveillance video in New Mexico church blasts,"" Associated Press, August 7, 2015.","""New Mexico church bombings possibly linked; Gov. Martinez condemns attack,"" UPI, August 3, 2015.",START Primary Collection,-9,-9,0,-9,2.01508E+11
2.01508E+11,2015,8,14,,0,,217,United States,1,North America,New Mexico,Las Cruces,32.292512,-106.773223,1,0,,"08/14/2015: An explosive device was discovered and safely defused outside of First Presbyterian Church in Las Cruces, New Mexico, United States. No group claimed responsibility for the incident.",1,1,1,0,,.,0,0,0,3,Bombing/Explosion,,.,,.,15,Religious Figures/Institutions,86,Place of Worship,First Presbyterian Church,Church,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,.,,.,,.,,.,,.,,.,A pipe bomb was used in the attack.,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Explosive Device Found at New Mexico Church,"" ABC News, August 14, 2015.","""Suspicious device found on grounds of N.M. church,"" USA Today, August 14, 2015.",,START Primary Collection,-9,-9,0,-9,
2.01508E+11,2015,8,19,,0,,217,United States,1,North America,New York,New York City,40.746559,-73.930696,1,0,The incident occurred in the Queens borough of the city.,"08/19/2015: An assailant threw drain cleaner at Alexandra Dyer in Queens, New York city, New York, United States. Dyer, a Roman Catholic female priest, was injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,8,Unarmed Assault,,.,,.,15,Religious Figures/Institutions,85,Religious Figure,Unknown,Roman Catholic Womenpriest: Alexandra Dyer,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,1,0,0,,.,,,.,,,.,,2,Chemical,,.,,.,,.,,.,,.,,.,,.,A drain cleaner substance was used in the attack.,0,0,0,1,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Woman attacked with acid-like liquid in Queens,"" New York Post, August 20, 2015.","""Woman priest burned in liquid attack was 'ambushed',"" The New York Post, August 20, 2015.",,START Primary Collection,-9,-9,0,-9,
2.01509E+11,2015,9,4,,0,,217,United States,1,North America,Washington,Pullman,46.715956,-117.179453,1,0,,"09/04/2015: Assailants set fire to a Planned Parenthood building in Pullman city, Whitman county, Washington, United States. There were no reported casualties; however, there was significant damage to the building from the fire. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,7,Facility/Infrastructure Attack,,.,,.,5,Abortion Related,40,Clinics,"Planned Parenthood Federation of America, Inc.",Building,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, sources noted that there were recent allegations against Planned Parenthood that it was profiting from tissue donations from fetuses for research, which Planned Parenthood denied.",0,,,-99,0,0,,.,,,.,,,.,,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A Planned Parenthood building was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Suspicious, early morning fire damages Planned Parenthood,"" Leesburg Daily Commercial, September 4, 2015.","""Pullman Mayor says fire at Planned Parenthood is arson,"" Klew 3, September 4, 2015.","""FBI, ATF Assisting in Planned Parenthood Arson Probe,"" MyInforms, September 6, 2015.",START Primary Collection,-9,-9,0,-9,
2.01509E+11,2015,9,13,,0,,217,United States,1,North America,Texas,Bullard,32.137933,-95.323685,1,0,,"09/13/2015: An assailant dressed in tactical gear and armed with a handgun threatened church-goers at the Corinth Missionary Baptist Church in Bullard town, Texas, United States. The pastor of the church, John Johnson, was able to clam the perpetrator down, at which point he fled. Before fleeing, the assailant, identified as Rasheed Abdul Aziz, told the pastor that he had been sent by Allah to ""slay infidels."" Aziz was arrested the following day.",1,1,1,0,,.,0,0,0,2,Armed Assault,,.,,.,15,Religious Figures/Institutions,86,Place of Worship,Corinth Missionary Baptist Church,Church,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unaffiliated Individual(s),,,,,20202,,,,"An individual, identified as Rasheed Abdul Aziz, claimed responsibility for the incident and stated that he had been sent by Allah to ""slay infidels.""",0,,,1,1,1,8,Personal claim,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Pastor speaks out about man who allegedly threatened his church,"" KLTV, September 14, 2015.",,,START Primary Collection,-9,-9,0,-9,
2.01509E+11,2015,9,30,,0,,217,United States,1,North America,California,Thousand Oaks,34.184851,-118.90688,1,0,,"09/30/2015: An assailant set fire to a Planned Parenthood Federation of America, Inc. facility in Thousand Oaks, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,7,Facility/Infrastructure Attack,,.,,.,5,Abortion Related,40,Clinics,"Planned Parenthood Federation of America, Inc.",Facility,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, sources noted that there were recent allegations against Planned Parenthood that it was profiting from tissue donations from fetuses for research, which Planned Parenthood denied.",0,,,1,0,0,,.,,,.,,,.,,8,Incendiary,20,Gasoline or Alcohol,,.,,.,,.,,.,,.,,.,Gasoline was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A planned parenthood building was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""CBS US News: Fire at Calif. Planned Parenthood facility deemed suspicious,"" CBS News, October 1, 2015.","""Planned Parenthood in Thousand Oaks reopens after arson attack,"" NewsOnFeeds.com, October 5, 2015.","""Fire at Planned Parenthood in Thousand Oaks Reportedly Determined to Be Arson,"" KTLA, October 1, 2015.",START Primary Collection,-9,-9,0,-9,
2.01511E+11,2015,11,1,,0,,217,United States,1,North America,Mississippi,Tupelo,34.308638,-88.709435,1,0,The incident occurred on North Gloster street.,"11/01/2015: An assailant threw an explosive device at a Walmart in Tupelo city, Mississippi, United States. There were no reported casualties in the blast. An individual, identified as Marshall E. Leonard, claimed responsibility for the incident. Sources posited that Leonard targeted the Walmart because it stopped selling Mississippi state flags containing the Confederate flag symbol.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,1,Business,7,Retail/Grocery/Bakery,Walmart,Store,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unaffiliated Individual(s),,,,,20202,,,,"The specific motive is unknown; however, sources posited that Marshall E. Leonard targeted the Walmart because it stopped selling Mississippi state flags containing the Confederate flag symbol.",0,,,1,1,1,7,"Posted to website, blog, etc.",,,.,,,.,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,.,,.,,.,,.,,.,,.,A homemade explosive device wrapped in newspaper was used in the attack.,0,0,0,0,0,0,-9,,.,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Confederate-Flag Sympathizer Tries to Bomb Mississippi Walmart for Being 'Anti-American' Fortunately, the homemade device fizzled out in the lobby.,"" New York Magazine, November 3, 2015.","""Mississippi Flag Supporter Arrested For Detonating Bomb At Walmart Store,"" International Business Times, November 3, 2015.","""Mississippi Flag Supporter Accused of Bombing Walmart,"" Newser, November 3, 2015.",START Primary Collection,-9,-9,0,-9,
2.01511E+11,2015,11,4,,0,,217,United States,1,North America,California,Merced,37.365797,-120.424771,1,0,,"11/04/2015: An assailant attacked students on the University of California campus in Merced city, California, United States. Four students were injured in the attack. The assailant was shot and killed by police officers. Faisal Mohammad claimed responsibility in a note left at the scene.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,8,Educational Institution,49,School/University/Educational Building,"University of California, Merced",Campus,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unaffiliated Individual(s),,,,,20202,,,,,0,,,1,0,1,5,Note left at scene,,,.,,,.,,9,Melee,23,Knife or Other Sharp Object,,.,,.,,.,,.,,.,,.,A knife was used in the attack.,1,1,1,4,4,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Attacker who stabbed students at UC Merced had ISIS flag, FBI says,"" CNN, March 18, 2016.","""ISIS goes global: Mapping attacks,"" CNN, December 29, 2015.","""FBI: ISIS inspired California student in campus stabbings,"" CBS News, March 17, 2016.",START Primary Collection,-9,-9,0,-9,
2.01511E+11,2015,11,6,,0,,217,United States,1,North America,California,Ingelwood,33.959535,-118.348342,1,0,The incident occurred in Los Angeles county.,"11/06/2015: An assailant attacked a Sikh bus driver in Inglewood city, Los Angeles County, California, United States. The driver, identified as Balwinder Jit Singh, was injured in the attack. An individual identified as K.C. Tard Jr. claimed responsibility for the incident and called Singh a ""terrorist"" and a ""suicide bomber.""",1,1,1,0,,.,0,1,0,8,Unarmed Assault,,.,,.,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Sikh Civilian: Balwinder Jit Singh,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unaffiliated Individual(s),,,,,20202,,,,"An individual, identified as KC Tard Jr., claimed responsibility for the incident and described Balwinder Jit Singh as a ""terrorist"" and a ""suicide bomber.""",0,,,1,1,1,8,Personal claim,,,.,,,.,,9,Melee,22,"Hands, Feet, Fists",,.,,.,,.,,.,,.,,.,,0,0,0,1,1,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Man is charged in racially motivated attack on Sikh Metro bus driver, prosecutors say,"" Los Angeles Times, March 3, 2016.","""Sikh bus driver says police didn't recognize hate crime,"" Associated Press, January 15, 2016.","""'Hate crime evidence': Sikh advocacy group criticizes LA authorities over bus driver attack,"" UAE NewsApp.com, January 15, 2016.",START Primary Collection,-9,-9,0,-9,
2.01511E+11,2015,11,15,,0,,217,United States,1,North America,Connecticut,Meriden,41.519714,-72.840257,1,0,The incident occurred along Main Street.,"11/15/2015: Assailants opened fire on the Baitul Aman Mosque on Main Street, Meriden city, Connecticut, United States. There were no reported casualties, though the mosque was damaged in the attack. No group claimed responsibility for the incident; however authorities identified the assailant as Ted Hakey Junior, who confessed to the attack.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,15,Religious Figures/Institutions,86,Place of Worship,Baitul Aman Mosque,Mosque,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unaffiliated Individual(s),,,,,20202,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence targeting members of the Muslim community following the Paris attacks.",0,,,1,1,1,8,Personal claim,,,.,,,.,,5,Firearms,2,Automatic Weapon,5,Firearms,3,Handgun,,.,,.,,.,,.,An M14 rifle and a 9-mm handgun were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A building was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Ex-Marine Pleads Guilty in Meriden Mosque Shooting,"" NBC Connecticut, February 11, 2016.","""Police, FBI investigate shots fired at Meriden mosque,"" San Francisco Chronicle, November 17, 2015.","""FBI Investigating Bullets Fired at Meriden Mosque: Police,"" NBC Connecticut, November 17, 2015.",START Primary Collection,-9,-9,0,-9,
